INSERT ALL 
 INTO PSE1.DownloadsVALUES ('1', '25-06-2018', '617', '155') 
 INTO PSE1.DownloadsVALUES ('1455', '21-08-2019', '792', '214') 
 INTO PSE1.DownloadsVALUES ('1456', '28-08-2019', '516', '25') 
 INTO PSE1.DownloadsVALUES ('1457', '29-07-2019', '6', '246') 
 INTO PSE1.DownloadsVALUES ('1458', '07-11-2019', '249', '320') 
 INTO PSE1.DownloadsVALUES ('1459', '03-10-2019', '568', '379') 
 INTO PSE1.DownloadsVALUES ('1460', '23-12-2018', '610', '210') 
 INTO PSE1.DownloadsVALUES ('1461', '05-11-2018', '599', '455') 
 INTO PSE1.DownloadsVALUES ('1462', '16-10-2019', '64', '244') 
 INTO PSE1.DownloadsVALUES ('1463', '14-08-2019', '279', '512') 
 INTO PSE1.DownloadsVALUES ('1464', '17-10-2019', '751', '217') 
 INTO PSE1.DownloadsVALUES ('1465', '03-04-2019', '212', '432') 
 INTO PSE1.DownloadsVALUES ('1466', '23-10-2018', '763', '398') 
 INTO PSE1.DownloadsVALUES ('1467', '09-05-2019', '629', '275') 
 INTO PSE1.DownloadsVALUES ('1468', '21-09-2018', '123', '508') 
 INTO PSE1.DownloadsVALUES ('1469', '04-08-2018', '688', '201') 
 INTO PSE1.DownloadsVALUES ('1470', '01-05-2018', '573', '417') 
 INTO PSE1.DownloadsVALUES ('1471', '27-02-2018', '921', '196') 
 INTO PSE1.DownloadsVALUES ('1472', '28-06-2018', '838', '493') 
 INTO PSE1.DownloadsVALUES ('1473', '25-07-2018', '476', '188') 
 INTO PSE1.DownloadsVALUES ('1474', '04-09-2019', '725', '584') 
 INTO PSE1.DownloadsVALUES ('1475', '24-05-2019', '939', '263') 
 INTO PSE1.DownloadsVALUES ('1476', '09-04-2018', '572', '40') 
 INTO PSE1.DownloadsVALUES ('1477', '28-04-2018', '2', '560') 
 INTO PSE1.DownloadsVALUES ('1478', '04-05-2018', '540', '314') 
 INTO PSE1.DownloadsVALUES ('1479', '06-02-2018', '443', '519') 
 INTO PSE1.DownloadsVALUES ('1480', '09-11-2019', '899', '66') 
 INTO PSE1.DownloadsVALUES ('1481', '06-12-2018', '331', '321') 
 INTO PSE1.DownloadsVALUES ('1482', '14-05-2019', '770', '382') 
 INTO PSE1.DownloadsVALUES ('1483', '10-02-2018', '263', '184') 
 INTO PSE1.DownloadsVALUES ('1484', '05-02-2018', '43', '83') 
 INTO PSE1.DownloadsVALUES ('1485', '24-09-2018', '619', '257') 
 INTO PSE1.DownloadsVALUES ('1486', '30-03-2019', '294', '32') 
 INTO PSE1.DownloadsVALUES ('1487', '15-07-2018', '516', '248') 
 INTO PSE1.DownloadsVALUES ('1488', '07-02-2019', '280', '418') 
 INTO PSE1.DownloadsVALUES ('1489', '24-09-2019', '933', '227') 
 INTO PSE1.DownloadsVALUES ('1490', '01-03-2018', '582', '206') 
 INTO PSE1.DownloadsVALUES ('1491', '08-01-2018', '183', '588') 
 INTO PSE1.DownloadsVALUES ('1492', '11-06-2019', '875', '57') 
 INTO PSE1.DownloadsVALUES ('1493', '22-07-2019', '742', '180') 
 INTO PSE1.DownloadsVALUES ('1494', '25-01-2019', '176', '101') 
 INTO PSE1.DownloadsVALUES ('1495', '07-06-2019', '394', '152') 
 INTO PSE1.DownloadsVALUES ('1496', '25-07-2018', '831', '289') 
 INTO PSE1.DownloadsVALUES ('1497', '24-01-2019', '566', '483') 
 INTO PSE1.DownloadsVALUES ('1498', '05-10-2019', '571', '186') 
 INTO PSE1.DownloadsVALUES ('1499', '19-09-2019', '483', '329') 
 INTO PSE1.DownloadsVALUES ('1500', '26-01-2018', '420', '296') 
 INTO PSE1.DownloadsVALUES ('1501', '19-06-2019', '872', '372') 
 INTO PSE1.DownloadsVALUES ('1502', '21-06-2019', '315', '263') 
 INTO PSE1.DownloadsVALUES ('1503', '21-11-2019', '687', '546') 
 INTO PSE1.DownloadsVALUES ('1504', '28-12-2018', '115', '338') 
 INTO PSE1.DownloadsVALUES ('1505', '10-01-2019', '406', '481') 
 INTO PSE1.DownloadsVALUES ('1506', '24-12-2019', '368', '301') 
 INTO PSE1.DownloadsVALUES ('1507', '22-05-2018', '733', '252') 
 INTO PSE1.DownloadsVALUES ('1508', '09-04-2018', '791', '235') 
 INTO PSE1.DownloadsVALUES ('1509', '26-06-2018', '466', '603') 
 INTO PSE1.DownloadsVALUES ('1510', '09-04-2018', '583', '598') 
 INTO PSE1.DownloadsVALUES ('1511', '20-12-2018', '935', '290') 
 INTO PSE1.DownloadsVALUES ('1512', '11-11-2018', '87', '355') 
 INTO PSE1.DownloadsVALUES ('1513', '04-01-2019', '136', '67') 
 INTO PSE1.DownloadsVALUES ('1514', '29-12-2019', '244', '577') 
 INTO PSE1.DownloadsVALUES ('1515', '11-01-2019', '74', '238') 
 INTO PSE1.DownloadsVALUES ('1516', '12-10-2019', '709', '1') 
 INTO PSE1.DownloadsVALUES ('1517', '05-05-2018', '165', '142') 
 INTO PSE1.DownloadsVALUES ('1518', '11-01-2018', '581', '444') 
 INTO PSE1.DownloadsVALUES ('1519', '06-12-2019', '229', '76') 
 INTO PSE1.DownloadsVALUES ('1520', '15-01-2018', '654', '503') 
 INTO PSE1.DownloadsVALUES ('1521', '02-09-2019', '72', '281') 
 INTO PSE1.DownloadsVALUES ('1522', '30-10-2018', '325', '336') 
 INTO PSE1.DownloadsVALUES ('1523', '14-12-2019', '190', '594') 
 INTO PSE1.DownloadsVALUES ('1524', '08-12-2019', '418', '503') 
 INTO PSE1.DownloadsVALUES ('1525', '18-06-2018', '685', '121') 
 INTO PSE1.DownloadsVALUES ('1526', '22-09-2019', '354', '112') 
 INTO PSE1.DownloadsVALUES ('1527', '10-12-2019', '267', '269') 
 INTO PSE1.DownloadsVALUES ('1528', '20-10-2019', '260', '352') 
 INTO PSE1.DownloadsVALUES ('1529', '25-12-2019', '310', '500') 
 INTO PSE1.DownloadsVALUES ('1530', '19-12-2019', '64', '27') 
 INTO PSE1.DownloadsVALUES ('1531', '28-01-2019', '195', '41') 
 INTO PSE1.DownloadsVALUES ('1532', '16-05-2018', '372', '201') 
 INTO PSE1.DownloadsVALUES ('1533', '13-03-2018', '73', '249') 
 INTO PSE1.DownloadsVALUES ('1534', '10-03-2018', '572', '280') 
 INTO PSE1.DownloadsVALUES ('1535', '12-03-2019', '434', '604') 
 INTO PSE1.DownloadsVALUES ('1536', '30-10-2019', '170', '297') 
 INTO PSE1.DownloadsVALUES ('1537', '10-11-2019', '71', '489') 
 INTO PSE1.DownloadsVALUES ('1538', '01-11-2019', '705', '583') 
 INTO PSE1.DownloadsVALUES ('1539', '02-05-2019', '740', '465') 
 INTO PSE1.DownloadsVALUES ('1540', '01-07-2019', '32', '343') 
 INTO PSE1.DownloadsVALUES ('1541', '14-06-2018', '554', '284') 
 INTO PSE1.DownloadsVALUES ('1542', '04-01-2019', '325', '288') 
 INTO PSE1.DownloadsVALUES ('1543', '08-07-2019', '209', '283') 
 INTO PSE1.DownloadsVALUES ('1544', '06-06-2018', '857', '592') 
 INTO PSE1.DownloadsVALUES ('1545', '09-07-2018', '780', '247') 
 INTO PSE1.DownloadsVALUES ('1546', '03-10-2018', '193', '310') 
 INTO PSE1.DownloadsVALUES ('1547', '25-09-2019', '629', '546') 
 INTO PSE1.DownloadsVALUES ('1548', '03-01-2019', '99', '180') 
 INTO PSE1.DownloadsVALUES ('1549', '01-06-2019', '306', '60') 
 INTO PSE1.DownloadsVALUES ('1550', '22-08-2018', '406', '295') 
 INTO PSE1.DownloadsVALUES ('1551', '21-08-2018', '371', '120') 
 INTO PSE1.DownloadsVALUES ('1552', '26-11-2018', '14', '156') 
 INTO PSE1.DownloadsVALUES ('1553', '14-05-2018', '30', '24') 
 INTO PSE1.DownloadsVALUES ('1554', '21-11-2018', '99', '110') 
 INTO PSE1.DownloadsVALUES ('1555', '10-06-2018', '373', '367') 
 INTO PSE1.DownloadsVALUES ('1556', '01-02-2019', '257', '456') 
 INTO PSE1.DownloadsVALUES ('1557', '30-06-2018', '606', '41') 
 INTO PSE1.DownloadsVALUES ('1558', '03-06-2019', '674', '457') 
 INTO PSE1.DownloadsVALUES ('1559', '07-11-2019', '684', '523') 
 INTO PSE1.DownloadsVALUES ('1560', '04-11-2018', '645', '436') 
 INTO PSE1.DownloadsVALUES ('1561', '25-07-2018', '863', '59') 
 INTO PSE1.DownloadsVALUES ('1562', '28-05-2019', '385', '111') 
 INTO PSE1.DownloadsVALUES ('1563', '04-05-2018', '807', '169') 
 INTO PSE1.DownloadsVALUES ('1564', '10-06-2018', '360', '95') 
 INTO PSE1.DownloadsVALUES ('1565', '28-01-2018', '234', '219') 
 INTO PSE1.DownloadsVALUES ('1566', '30-12-2018', '217', '138') 
 INTO PSE1.DownloadsVALUES ('1567', '30-12-2020', '338', '310') 
 INTO PSE1.DownloadsVALUES ('1568', '28-03-2018', '513', '345') 
 INTO PSE1.DownloadsVALUES ('1569', '20-12-2018', '228', '242') 
 INTO PSE1.DownloadsVALUES ('1570', '23-01-2018', '884', '209') 
 INTO PSE1.DownloadsVALUES ('1571', '17-04-2019', '32', '583') 
 INTO PSE1.DownloadsVALUES ('1572', '13-12-2018', '381', '403') 
 INTO PSE1.DownloadsVALUES ('1573', '08-12-2018', '22', '492') 
 INTO PSE1.DownloadsVALUES ('1574', '20-06-2019', '426', '261') 
 INTO PSE1.DownloadsVALUES ('1575', '11-11-2019', '865', '172') 
 INTO PSE1.DownloadsVALUES ('1576', '07-09-2019', '577', '316') 
 INTO PSE1.DownloadsVALUES ('1577', '30-04-2018', '944', '246') 
 INTO PSE1.DownloadsVALUES ('1578', '30-01-2018', '352', '518') 
 INTO PSE1.DownloadsVALUES ('1579', '25-05-2018', '157', '176') 
 INTO PSE1.DownloadsVALUES ('1580', '11-09-2018', '250', '22') 
 INTO PSE1.DownloadsVALUES ('1581', '27-07-2019', '581', '335') 
 INTO PSE1.DownloadsVALUES ('1582', '10-01-2019', '416', '430') 
 INTO PSE1.DownloadsVALUES ('1583', '06-09-2018', '640', '416') 
 INTO PSE1.DownloadsVALUES ('1584', '14-05-2019', '75', '197') 
 INTO PSE1.DownloadsVALUES ('1585', '31-01-2019', '850', '303') 
 INTO PSE1.DownloadsVALUES ('1586', '28-03-2019', '559', '251') 
 INTO PSE1.DownloadsVALUES ('1587', '28-09-2018', '310', '537') 
 INTO PSE1.DownloadsVALUES ('1588', '24-07-2019', '730', '333') 
 INTO PSE1.DownloadsVALUES ('1589', '14-05-2019', '278', '443') 
 INTO PSE1.DownloadsVALUES ('1590', '17-03-2018', '202', '111') 
 INTO PSE1.DownloadsVALUES ('1591', '13-09-2019', '462', '419') 
 INTO PSE1.DownloadsVALUES ('1592', '31-12-2020', '411', '363') 
 INTO PSE1.DownloadsVALUES ('1593', '23-08-2018', '502', '171') 
 INTO PSE1.DownloadsVALUES ('1594', '01-06-2018', '945', '35') 
 INTO PSE1.DownloadsVALUES ('1595', '08-07-2018', '329', '216') 
 INTO PSE1.DownloadsVALUES ('1596', '19-04-2019', '772', '359') 
 INTO PSE1.DownloadsVALUES ('1597', '10-08-2018', '178', '411') 
 INTO PSE1.DownloadsVALUES ('1598', '29-09-2018', '788', '245') 
 INTO PSE1.DownloadsVALUES ('1599', '21-08-2019', '235', '272') 
 INTO PSE1.DownloadsVALUES ('1600', '02-05-2018', '899', '570') 
 INTO PSE1.DownloadsVALUES ('1601', '09-08-2018', '915', '328') 
 INTO PSE1.DownloadsVALUES ('1602', '23-06-2018', '819', '606') 
 INTO PSE1.DownloadsVALUES ('1603', '12-11-2019', '102', '488') 
 INTO PSE1.DownloadsVALUES ('1604', '14-08-2019', '543', '317') 
 INTO PSE1.DownloadsVALUES ('1605', '04-09-2019', '496', '168') 
 INTO PSE1.DownloadsVALUES ('1606', '07-01-2019', '348', '521') 
 INTO PSE1.DownloadsVALUES ('1607', '13-03-2019', '769', '530') 
 INTO PSE1.DownloadsVALUES ('1608', '08-04-2018', '260', '251') 
 INTO PSE1.DownloadsVALUES ('1609', '16-03-2018', '687', '334') 
 INTO PSE1.DownloadsVALUES ('1610', '07-12-2019', '18', '163') 
 INTO PSE1.DownloadsVALUES ('1611', '23-03-2018', '697', '18') 
 INTO PSE1.DownloadsVALUES ('1612', '08-10-2019', '936', '406') 
 INTO PSE1.DownloadsVALUES ('1613', '05-08-2019', '850', '106') 
 INTO PSE1.DownloadsVALUES ('1614', '20-11-2018', '561', '514') 
 INTO PSE1.DownloadsVALUES ('1615', '12-05-2019', '101', '386') 
 INTO PSE1.DownloadsVALUES ('1616', '10-06-2018', '862', '392') 
 INTO PSE1.DownloadsVALUES ('1617', '11-02-2018', '55', '343') 
 INTO PSE1.DownloadsVALUES ('1618', '15-09-2018', '722', '601') 
 INTO PSE1.DownloadsVALUES ('1619', '17-10-2018', '737', '473') 
 INTO PSE1.DownloadsVALUES ('1620', '23-11-2018', '663', '314') 
 INTO PSE1.DownloadsVALUES ('1621', '31-12-2020', '124', '394') 
 INTO PSE1.DownloadsVALUES ('1622', '09-11-2018', '817', '625') 
 INTO PSE1.DownloadsVALUES ('1623', '30-01-2018', '715', '532') 
 INTO PSE1.DownloadsVALUES ('1624', '19-04-2019', '216', '325') 
 INTO PSE1.DownloadsVALUES ('1625', '21-10-2019', '870', '488') 
 INTO PSE1.DownloadsVALUES ('1626', '03-08-2019', '956', '451') 
 INTO PSE1.DownloadsVALUES ('1627', '20-11-2019', '625', '606') 
 INTO PSE1.DownloadsVALUES ('1628', '22-02-2019', '445', '429') 
 INTO PSE1.DownloadsVALUES ('1629', '11-01-2018', '498', '26') 
 INTO PSE1.DownloadsVALUES ('1630', '28-10-2019', '102', '66') 
 INTO PSE1.DownloadsVALUES ('1631', '05-10-2019', '618', '251') 
 INTO PSE1.DownloadsVALUES ('1632', '05-05-2019', '118', '239') 
 INTO PSE1.DownloadsVALUES ('1633', '02-03-2019', '142', '130') 
 INTO PSE1.DownloadsVALUES ('1634', '04-10-2019', '431', '340') 
 INTO PSE1.DownloadsVALUES ('1635', '18-04-2018', '649', '332') 
 INTO PSE1.DownloadsVALUES ('1636', '13-07-2019', '621', '387') 
 INTO PSE1.DownloadsVALUES ('1637', '22-02-2019', '960', '332') 
 INTO PSE1.DownloadsVALUES ('1638', '02-02-2018', '17', '436') 
 INTO PSE1.DownloadsVALUES ('1639', '10-11-2019', '608', '383') 
 INTO PSE1.DownloadsVALUES ('1640', '14-01-2018', '272', '580') 
 INTO PSE1.DownloadsVALUES ('1641', '22-11-2019', '143', '457') 
 INTO PSE1.DownloadsVALUES ('1642', '10-06-2019', '955', '296') 
 INTO PSE1.DownloadsVALUES ('1643', '07-11-2019', '276', '266') 
 INTO PSE1.DownloadsVALUES ('1644', '27-06-2019', '35', '501') 
 INTO PSE1.DownloadsVALUES ('1645', '08-06-2018', '35', '612') 
 INTO PSE1.DownloadsVALUES ('1646', '19-06-2019', '13', '371') 
 INTO PSE1.DownloadsVALUES ('1647', '07-11-2019', '607', '523') 
 INTO PSE1.DownloadsVALUES ('1648', '22-11-2019', '676', '555') 
 INTO PSE1.DownloadsVALUES ('1649', '24-06-2019', '884', '166') 
 INTO PSE1.DownloadsVALUES ('1650', '17-07-2019', '766', '79') 
 INTO PSE1.DownloadsVALUES ('1651', '06-02-2019', '204', '68') 
 INTO PSE1.DownloadsVALUES ('1652', '05-09-2019', '619', '123') 
 INTO PSE1.DownloadsVALUES ('1653', '08-08-2018', '919', '343') 
 INTO PSE1.DownloadsVALUES ('1654', '20-09-2018', '654', '249') 
 INTO PSE1.DownloadsVALUES ('1655', '26-01-2019', '903', '581') 
 INTO PSE1.DownloadsVALUES ('1656', '26-11-2018', '653', '13') 
 INTO PSE1.DownloadsVALUES ('1657', '12-06-2018', '273', '456') 
 INTO PSE1.DownloadsVALUES ('1658', '01-06-2019', '170', '450') 
 INTO PSE1.DownloadsVALUES ('1659', '13-07-2018', '883', '428') 
 INTO PSE1.DownloadsVALUES ('1660', '31-12-2020', '516', '265') 
 INTO PSE1.DownloadsVALUES ('1661', '25-04-2018', '531', '406') 
 INTO PSE1.DownloadsVALUES ('1662', '04-05-2018', '874', '189') 
 INTO PSE1.DownloadsVALUES ('1663', '17-05-2018', '594', '431') 
 INTO PSE1.DownloadsVALUES ('1664', '29-01-2019', '778', '63') 
 INTO PSE1.DownloadsVALUES ('1665', '21-02-2018', '159', '4') 
 INTO PSE1.DownloadsVALUES ('1666', '20-09-2019', '371', '171') 
 INTO PSE1.DownloadsVALUES ('1667', '23-08-2018', '603', '154') 
 INTO PSE1.DownloadsVALUES ('1668', '09-08-2018', '482', '125') 
 INTO PSE1.DownloadsVALUES ('1669', '18-03-2018', '496', '27') 
 INTO PSE1.DownloadsVALUES ('1670', '30-10-2018', '911', '427') 
 INTO PSE1.DownloadsVALUES ('1671', '10-07-2018', '830', '172') 
 INTO PSE1.DownloadsVALUES ('1672', '30-05-2019', '170', '170') 
 INTO PSE1.DownloadsVALUES ('1673', '25-11-2018', '735', '314') 
 INTO PSE1.DownloadsVALUES ('1674', '06-04-2018', '748', '596') 
 INTO PSE1.DownloadsVALUES ('1675', '22-08-2019', '519', '393') 
 INTO PSE1.DownloadsVALUES ('1676', '10-10-2018', '592', '575') 
 INTO PSE1.DownloadsVALUES ('1677', '21-11-2019', '50', '122') 
 INTO PSE1.DownloadsVALUES ('1678', '17-07-2018', '506', '461') 
 INTO PSE1.DownloadsVALUES ('1679', '01-05-2019', '646', '171') 
 INTO PSE1.DownloadsVALUES ('1680', '25-05-2019', '201', '332') 
 INTO PSE1.DownloadsVALUES ('1681', '30-01-2019', '868', '220') 
 INTO PSE1.DownloadsVALUES ('1682', '26-07-2018', '868', '217') 
 INTO PSE1.DownloadsVALUES ('1683', '08-06-2019', '483', '62') 
 INTO PSE1.DownloadsVALUES ('1684', '06-05-2019', '539', '24') 
 INTO PSE1.DownloadsVALUES ('1685', '23-09-2019', '535', '401') 
 INTO PSE1.DownloadsVALUES ('1686', '12-10-2019', '725', '20') 
 INTO PSE1.DownloadsVALUES ('1687', '23-07-2018', '915', '600') 
 INTO PSE1.DownloadsVALUES ('1688', '06-08-2019', '904', '207') 
 INTO PSE1.DownloadsVALUES ('1689', '14-05-2018', '551', '141') 
 INTO PSE1.DownloadsVALUES ('1690', '11-03-2018', '775', '579') 
 INTO PSE1.DownloadsVALUES ('1691', '06-01-2019', '754', '459') 
 INTO PSE1.DownloadsVALUES ('1692', '03-06-2018', '173', '543') 
 INTO PSE1.DownloadsVALUES ('1693', '08-11-2019', '282', '110') 
 INTO PSE1.DownloadsVALUES ('1694', '25-02-2019', '387', '576') 
 INTO PSE1.DownloadsVALUES ('1695', '07-08-2018', '663', '556') 
 INTO PSE1.DownloadsVALUES ('1696', '02-07-2019', '453', '142') 
 INTO PSE1.DownloadsVALUES ('1697', '17-12-2018', '425', '608') 
 INTO PSE1.DownloadsVALUES ('1698', '17-10-2019', '405', '171') 
 INTO PSE1.DownloadsVALUES ('1699', '17-12-2019', '453', '601') 
 INTO PSE1.DownloadsVALUES ('1700', '09-07-2019', '346', '101') 
 INTO PSE1.DownloadsVALUES ('1701', '18-05-2018', '206', '65') 
 INTO PSE1.DownloadsVALUES ('1702', '28-04-2018', '860', '63') 
 INTO PSE1.DownloadsVALUES ('1703', '18-06-2018', '127', '140') 
 INTO PSE1.DownloadsVALUES ('1704', '17-02-2019', '791', '441') 
 INTO PSE1.DownloadsVALUES ('1705', '30-04-2019', '54', '49') 
 INTO PSE1.DownloadsVALUES ('1706', '26-04-2018', '324', '425') 
 INTO PSE1.DownloadsVALUES ('1707', '27-02-2019', '153', '284') 
 INTO PSE1.DownloadsVALUES ('1708', '05-08-2019', '240', '385') 
 INTO PSE1.DownloadsVALUES ('1709', '16-03-2019', '384', '79') 
 INTO PSE1.DownloadsVALUES ('1710', '30-06-2019', '776', '164') 
 INTO PSE1.DownloadsVALUES ('1711', '31-08-2018', '86', '546') 
 INTO PSE1.DownloadsVALUES ('1712', '08-01-2019', '68', '182') 
 INTO PSE1.DownloadsVALUES ('1713', '04-02-2019', '694', '436') 
 INTO PSE1.DownloadsVALUES ('1714', '02-03-2018', '387', '257') 
 INTO PSE1.DownloadsVALUES ('1715', '22-08-2019', '343', '16') 
 INTO PSE1.DownloadsVALUES ('1716', '02-02-2018', '56', '570') 
 INTO PSE1.DownloadsVALUES ('1717', '11-07-2018', '33', '157') 
 INTO PSE1.DownloadsVALUES ('1718', '01-07-2019', '661', '102') 
 INTO PSE1.DownloadsVALUES ('1719', '24-09-2018', '595', '621') 
 INTO PSE1.DownloadsVALUES ('1720', '19-06-2018', '581', '216') 
 INTO PSE1.DownloadsVALUES ('1721', '12-02-2018', '835', '184') 
 INTO PSE1.DownloadsVALUES ('1722', '11-06-2018', '604', '224') 
 INTO PSE1.DownloadsVALUES ('1723', '07-01-2018', '860', '308') 
 INTO PSE1.DownloadsVALUES ('1724', '06-04-2018', '687', '511') 
 INTO PSE1.DownloadsVALUES ('1725', '13-07-2019', '33', '77') 
 INTO PSE1.DownloadsVALUES ('1726', '18-04-2019', '82', '562') 
 INTO PSE1.DownloadsVALUES ('1727', '09-12-2019', '818', '485') 
 INTO PSE1.DownloadsVALUES ('1728', '13-07-2018', '775', '508') 
 INTO PSE1.DownloadsVALUES ('1729', '13-09-2018', '835', '120') 
 INTO PSE1.DownloadsVALUES ('1730', '08-08-2018', '352', '349') 
 INTO PSE1.DownloadsVALUES ('1731', '07-06-2018', '780', '466') 
 INTO PSE1.DownloadsVALUES ('1732', '21-12-2019', '811', '503') 
 INTO PSE1.DownloadsVALUES ('1733', '08-07-2018', '727', '471') 
 INTO PSE1.DownloadsVALUES ('1734', '02-10-2018', '700', '611') 
 INTO PSE1.DownloadsVALUES ('1735', '12-08-2019', '677', '27') 
 INTO PSE1.DownloadsVALUES ('1736', '25-01-2018', '936', '358') 
 INTO PSE1.DownloadsVALUES ('1737', '25-01-2019', '895', '148') 
 INTO PSE1.DownloadsVALUES ('1738', '17-07-2019', '670', '325') 
 INTO PSE1.DownloadsVALUES ('1739', '19-05-2018', '248', '592') 
 INTO PSE1.DownloadsVALUES ('1740', '30-12-2018', '23', '13') 
 INTO PSE1.DownloadsVALUES ('1741', '01-07-2018', '461', '305') 
 INTO PSE1.DownloadsVALUES ('1742', '25-02-2019', '718', '56') 
 INTO PSE1.DownloadsVALUES ('1743', '02-06-2018', '273', '338') 
 INTO PSE1.DownloadsVALUES ('1744', '05-07-2018', '108', '323') 
 INTO PSE1.DownloadsVALUES ('1745', '16-05-2019', '201', '487') 
 INTO PSE1.DownloadsVALUES ('1746', '04-10-2018', '538', '551') 
 INTO PSE1.DownloadsVALUES ('1747', '22-03-2019', '88', '610') 
 INTO PSE1.DownloadsVALUES ('1748', '19-04-2018', '670', '147') 
 INTO PSE1.DownloadsVALUES ('1749', '14-05-2018', '481', '383') 
 INTO PSE1.DownloadsVALUES ('1750', '22-04-2019', '202', '201') 
 INTO PSE1.DownloadsVALUES ('1751', '01-05-2019', '407', '137') 
 INTO PSE1.DownloadsVALUES ('1752', '15-06-2019', '79', '106') 
 INTO PSE1.DownloadsVALUES ('1753', '23-06-2018', '72', '60') 
 INTO PSE1.DownloadsVALUES ('1754', '06-11-2018', '764', '550') 
 INTO PSE1.DownloadsVALUES ('1755', '02-12-2018', '343', '105') 
 INTO PSE1.DownloadsVALUES ('1756', '07-09-2019', '206', '472') 
 INTO PSE1.DownloadsVALUES ('1757', '01-12-2018', '781', '391') 
 INTO PSE1.DownloadsVALUES ('1758', '05-12-2019', '126', '189') 
 INTO PSE1.DownloadsVALUES ('1759', '22-06-2018', '247', '583') 
 INTO PSE1.DownloadsVALUES ('1760', '05-07-2018', '941', '264') 
 INTO PSE1.DownloadsVALUES ('1761', '25-04-2019', '224', '58') 
 INTO PSE1.DownloadsVALUES ('1762', '26-06-2018', '893', '397') 
 INTO PSE1.DownloadsVALUES ('1763', '27-10-2019', '616', '371') 
 INTO PSE1.DownloadsVALUES ('1764', '09-08-2019', '287', '96') 
 INTO PSE1.DownloadsVALUES ('1765', '04-10-2019', '642', '464') 
 INTO PSE1.DownloadsVALUES ('1766', '17-09-2018', '244', '378') 
 INTO PSE1.DownloadsVALUES ('1767', '08-09-2019', '543', '503') 
 INTO PSE1.DownloadsVALUES ('1768', '16-03-2019', '162', '521') 
 INTO PSE1.DownloadsVALUES ('1769', '09-01-2018', '240', '514') 
 INTO PSE1.DownloadsVALUES ('1770', '01-01-2019', '738', '1') 
 INTO PSE1.DownloadsVALUES ('1771', '14-04-2019', '521', '195') 
 INTO PSE1.DownloadsVALUES ('1772', '16-03-2018', '606', '534') 
 INTO PSE1.DownloadsVALUES ('1773', '26-12-2018', '253', '609') 
 INTO PSE1.DownloadsVALUES ('1774', '04-04-2018', '407', '570') 
 INTO PSE1.DownloadsVALUES ('1775', '29-10-2018', '945', '243') 
 INTO PSE1.DownloadsVALUES ('1776', '04-04-2018', '605', '128') 
 INTO PSE1.DownloadsVALUES ('1777', '30-03-2019', '330', '2') 
 INTO PSE1.DownloadsVALUES ('1778', '26-01-2018', '306', '439') 
 INTO PSE1.DownloadsVALUES ('1779', '13-05-2018', '782', '151') 
 INTO PSE1.DownloadsVALUES ('1780', '07-12-2018', '716', '171') 
 INTO PSE1.DownloadsVALUES ('1781', '22-01-2019', '911', '159') 
 INTO PSE1.DownloadsVALUES ('1782', '16-07-2019', '600', '11') 
 INTO PSE1.DownloadsVALUES ('1783', '10-01-2019', '57', '227') 
 INTO PSE1.DownloadsVALUES ('1784', '01-03-2019', '282', '64') 
 INTO PSE1.DownloadsVALUES ('1785', '30-04-2018', '567', '91') 
 INTO PSE1.DownloadsVALUES ('1786', '13-05-2018', '894', '32') 
 INTO PSE1.DownloadsVALUES ('1787', '14-04-2018', '595', '103') 
 INTO PSE1.DownloadsVALUES ('1788', '18-04-2018', '205', '588') 
 INTO PSE1.DownloadsVALUES ('1789', '21-11-2018', '54', '37') 
 INTO PSE1.DownloadsVALUES ('1790', '07-04-2018', '940', '509') 
 INTO PSE1.DownloadsVALUES ('1791', '07-03-2019', '285', '34') 
 INTO PSE1.DownloadsVALUES ('1792', '21-06-2018', '208', '452') 
 INTO PSE1.DownloadsVALUES ('1793', '02-12-2019', '965', '288') 
 INTO PSE1.DownloadsVALUES ('1794', '05-04-2019', '467', '321') 
 INTO PSE1.DownloadsVALUES ('1795', '14-03-2018', '207', '114') 
 INTO PSE1.DownloadsVALUES ('1796', '01-08-2018', '360', '39') 
 INTO PSE1.DownloadsVALUES ('1797', '20-09-2019', '13', '495') 
 INTO PSE1.DownloadsVALUES ('1798', '10-09-2019', '198', '190') 
 INTO PSE1.DownloadsVALUES ('1799', '06-11-2018', '364', '487') 
 INTO PSE1.DownloadsVALUES ('1800', '12-02-2018', '688', '156') 
 INTO PSE1.DownloadsVALUES ('1801', '03-11-2018', '851', '362') 
 INTO PSE1.DownloadsVALUES ('1802', '21-03-2019', '796', '54') 
 INTO PSE1.DownloadsVALUES ('1803', '14-03-2019', '753', '334') 
 INTO PSE1.DownloadsVALUES ('1804', '05-03-2019', '635', '200') 
 INTO PSE1.DownloadsVALUES ('1805', '18-10-2018', '383', '616') 
 INTO PSE1.DownloadsVALUES ('1806', '01-11-2018', '67', '403') 
 INTO PSE1.DownloadsVALUES ('1807', '17-01-2018', '789', '414') 
 INTO PSE1.DownloadsVALUES ('1808', '05-03-2018', '311', '122') 
 INTO PSE1.DownloadsVALUES ('1809', '18-09-2019', '499', '532') 
 INTO PSE1.DownloadsVALUES ('1810', '22-12-2018', '310', '486') 
 INTO PSE1.DownloadsVALUES ('1811', '07-06-2019', '931', '332') 
