INSERT ALL 
 INTO PSE1.Kunde VALUES ('0' , 'Samuel', 'Moore', 'Sixth Street', '83', '20472', 'Aachen', '02-07-2019', 'm', '6', '16-11-1956') 
 INTO PSE1.Kunde VALUES ('166' , 'Benjamin', 'Rodriguez', 'Seventh Street', '73', '96588', 'Munich', '17-02-2019', 'f', '2', '17-06-2004') 
 INTO PSE1.Kunde VALUES ('167' , 'Colton', 'Lopez', 'Third Street', '58', '11889', 'Essen', '13-09-2019', 'm', '11', '19-05-1985') 
 INTO PSE1.Kunde VALUES ('168' , 'Layla', 'Davis', 'Elm Street', '83', '24291', 'Aachen', '01-09-2019', 'f', '1', '05-11-1951') 
 INTO PSE1.Kunde VALUES ('169' , 'Matthew', 'Davis', 'First Street', '62', '39822', 'Halle', '15-01-2019', 'm', '12', '23-10-1995') 
 INTO PSE1.Kunde VALUES ('170' , 'Caleb', 'Thomas', 'Eighth Street', '5', '27522', 'Bielefeld', '06-09-2019', 'm', '3', '10-09-1960') 
 INTO PSE1.Kunde VALUES ('171' , 'Daniel', 'Taylor', 'Second Street', '1', '73267', 'Magdeburg', '13-01-2019', 'f', '10', '22-02-1992') 
 INTO PSE1.Kunde VALUES ('172' , 'Gianna', 'Hall', 'Fourth Street', '13', '89596', 'Dresden', '11-11-2019', 'm', '9', '25-04-1983') 
 INTO PSE1.Kunde VALUES ('173' , 'Oliver', 'Lee', 'Washington Street', '71', '35917', 'Rostock', '09-12-2019', 'f', '12', '12-03-1954') 
 INTO PSE1.Kunde VALUES ('174' , 'Everly', 'Taylor', 'Oak Street', '27', '93680', 'Osnabrück', '30-06-2019', 'f', '5', '06-08-2005') 
 INTO PSE1.Kunde VALUES ('175' , 'Lucas', 'Moore', 'View Street', '26', '12756', 'Saarbrücken', '28-07-2019', 'm', '1', '13-06-1973') 
 INTO PSE1.Kunde VALUES ('176' , 'Isaac', 'Martinez', 'Cedar Street', '52', '91918', 'Mülheim an der Ruhr', '14-08-2019', 'm', '9', '13-05-1968') 
 INTO PSE1.Kunde VALUES ('177' , 'Michael', 'Martinez', 'Maple Street', '40', '93367', 'Kiel', '09-12-2019', 'm', '1', '08-02-1995') 
 INTO PSE1.Kunde VALUES ('178' , 'Luca', 'Moore', 'Third Street', '11', '71645', 'Lübeck', '27-05-2019', 'f', '1', '11-01-1979') 
 INTO PSE1.Kunde VALUES ('179' , 'Camilla', 'Anderson', 'Park Street', '21', '83429', 'Wuppertal', '10-05-2019', 'm', '12', '23-03-1960') 
 INTO PSE1.Kunde VALUES ('180' , 'Ellie', 'Jackson', 'Sixth Street', '89', '66947', 'Saarbrücken', '21-12-2019', 'f', '8', '28-12-2004') 
 INTO PSE1.Kunde VALUES ('181' , 'Benjamin', 'Davis', 'Ninth Street', '20', '16131', 'Augsburg', '04-03-2019', 'm', '4', '10-03-1966') 
 INTO PSE1.Kunde VALUES ('182' , 'Jayden', 'Miller', 'First Street', '12', '33441', 'Wiesbaden', '29-09-2019', 'f', '2', '26-05-1984') 
 INTO PSE1.Kunde VALUES ('183' , 'Amelia', 'Davis', 'Eighth Street', '1', '64680', 'Leipzig', '08-09-2019', 'm', '2', '12-11-2000') 
 INTO PSE1.Kunde VALUES ('184' , 'Mateo', 'Lewis', 'Lake Street', '4', '75003', 'Frankfurt am Main', '07-08-2019', 'm', '11', '24-02-2001') 
 INTO PSE1.Kunde VALUES ('185' , 'Isaac', 'Moore', 'Maple Street', '45', '29875', 'Bielefeld', '02-03-2019', 'm', '2', '04-05-1988') 
 INTO PSE1.Kunde VALUES ('186' , 'Julian', 'Lee', 'Park Street', '69', '36971', 'Wuppertal', '06-05-2019', 'f', '4', '07-01-1960') 
 INTO PSE1.Kunde VALUES ('187' , 'Aubrey', 'Perez', 'Third Street', '53', '33622', 'Bonn', '09-08-2019', 'f', '1', '01-01-2004') 
 INTO PSE1.Kunde VALUES ('188' , 'Henry', 'Williams', 'Fifth Street', '93', '83779', 'Dortmund', '30-09-2019', 'f', '2', '15-03-1977') 
 INTO PSE1.Kunde VALUES ('189' , 'Wyatt', 'Rodriguez', 'Maple Street', '79', '63989', 'Kassel', '21-06-2019', 'f', '7', '27-08-1953') 
 INTO PSE1.Kunde VALUES ('190' , 'Wyatt', 'Harris', 'Ninth Street', '30', '78433', 'Berlin', '08-06-2019', 'f', '8', '07-09-1987') 
 INTO PSE1.Kunde VALUES ('191' , 'Maverick', 'Anderson', 'Second Street', '55', '75970', 'Hagen', '17-03-2019', 'm', '9', '02-02-1992') 
 INTO PSE1.Kunde VALUES ('192' , 'Sarah', 'Miller', 'Park Street', '24', '25980', 'Bielefeld', '27-03-2019', 'm', '10', '28-11-1963') 
 INTO PSE1.Kunde VALUES ('193' , 'Gabriel', 'Moore', 'Washington Street', '16', '32645', 'Dortmund', '17-11-2019', 'f', '4', '02-01-1953') 
 INTO PSE1.Kunde VALUES ('194' , 'Mia', 'Gonzalez', 'Pine Street', '30', '64369', 'Kassel', '26-03-2019', 'm', '13', '30-09-1952') 
 INTO PSE1.Kunde VALUES ('195' , 'Ella', 'Lopez', 'Second Street', '87', '18100', 'Chemnitz', '11-02-2019', 'f', '9', '23-11-1970') 
 INTO PSE1.Kunde VALUES ('196' , 'Caden', 'Thompson', 'First Street', '99', '45418', 'Chemnitz', '10-03-2019', 'f', '1', '20-06-1990') 
 INTO PSE1.Kunde VALUES ('197' , 'Penelope', 'Williams', 'Sixth Street', '18', '75891', 'Dresden', '19-09-2019', 'f', '10', '31-10-1958') 
 INTO PSE1.Kunde VALUES ('198' , 'Emily', 'Johnson', 'Ninth Street', '51', '73619', 'Frankfurt am Main', '09-07-2019', 'f', '2', '08-05-1960') 
 INTO PSE1.Kunde VALUES ('199' , 'Maya', 'Wilson', 'Park Street', '26', '81692', 'Bremen', '08-08-2019', 'f', '10', '29-05-1978') 
 INTO PSE1.Kunde VALUES ('200' , 'Wyatt', 'Jackson', 'Pine Street', '24', '51467', 'Aachen', '17-12-2019', 'm', '3', '05-04-1990') 
 INTO PSE1.Kunde VALUES ('201' , 'Isaac', 'Perez', 'Cedar Street', '53', '28228', 'Cologne', '14-10-2019', 'f', '6', '28-04-1997') 
 INTO PSE1.Kunde VALUES ('202' , 'Carson', 'Gonzalez', 'Elm Street', '59', '36165', 'Düsseldorf', '07-03-2019', 'm', '4', '27-06-1998') 
 INTO PSE1.Kunde VALUES ('203' , 'Camilla', 'Williams', 'First Street', '18', '35166', 'Freiburg im Breisgau', '05-12-2019', 'f', '1', '04-10-1955') 
 INTO PSE1.Kunde VALUES ('204' , 'Carson', 'Lee', 'Maple Street', '25', '42782', 'Bielefeld', '16-06-2019', 'f', '8', '26-06-1968') 
 INTO PSE1.Kunde VALUES ('205' , 'Jack', 'Taylor', 'Main Street', '45', '39532', 'Lübeck', '01-12-2019', 'm', '1', '15-09-1954') 
 INTO PSE1.Kunde VALUES ('206' , 'Carson', 'Jones', 'Second Street', '28', '78048', 'Oldenburg', '07-05-2019', 'f', '13', '18-09-1957') 
 INTO PSE1.Kunde VALUES ('207' , 'Kinsley', 'Williams', 'Washington Street', '55', '39972', 'Krefeld', '08-10-2019', 'm', '5', '06-11-1990') 
 INTO PSE1.Kunde VALUES ('208' , 'Ariana', 'Robinson', 'Second Street', '95', '70139', 'Bonn', '21-01-2019', 'f', '2', '11-05-1976') 
 INTO PSE1.Kunde VALUES ('209' , 'Gianna', 'Perez', 'Ninth Street', '81', '84094', 'Münster', '03-12-2019', 'f', '8', '16-07-1951') 
 INTO PSE1.Kunde VALUES ('210' , 'Peyton', 'Gonzalez', 'Oak Street', '17', '97049', 'Kiel', '08-08-2019', 'f', '11', '07-03-1958') 
 INTO PSE1.Kunde VALUES ('211' , 'Aaliyah', 'Hernandez', 'Washington Street', '5', '30673', 'Düsseldorf', '21-07-2019', 'f', '8', '03-11-1976') 
 INTO PSE1.Kunde VALUES ('212' , 'Camilla', 'Moore', 'Lake Street', '53', '80353', 'Bielefeld', '17-04-2019', 'f', '5', '13-12-1957') 
 INTO PSE1.Kunde VALUES ('213' , 'Aria', 'Harris', 'Washington Street', '19', '33017', 'Mönchengladbach', '21-02-2019', 'm', '5', '31-03-2003') 
 INTO PSE1.Kunde VALUES ('214' , 'Miles', 'Perez', 'View Street', '26', '78837', 'Münster', '20-01-2019', 'f', '12', '03-11-2001') 
 INTO PSE1.Kunde VALUES ('215' , 'Madison', 'Brown', 'Seventh Street', '94', '44423', 'Lübeck', '07-01-2019', 'm', '13', '10-11-1959') 
 INTO PSE1.Kunde VALUES ('216' , 'Asher', 'Thomas', 'Cedar Street', '96', '35235', 'Kassel', '16-12-2019', 'f', '8', '31-03-2004') 
 INTO PSE1.Kunde VALUES ('217' , 'Isaac', 'Rodriguez', 'Fifth Street', '13', '88179', 'Magdeburg', '12-05-2019', 'm', '3', '25-08-1993') 
 INTO PSE1.Kunde VALUES ('218' , 'Jack', 'Robinson', 'Seventh Street', '89', '71429', 'Kiel', '14-11-2019', 'f', '3', '23-09-1966') 
 INTO PSE1.Kunde VALUES ('219' , 'Nova', 'Anderson', 'Maple Street', '48', '12407', 'Wiesbaden', '09-01-2019', 'm', '4', '03-06-2000') 
 INTO PSE1.Kunde VALUES ('220' , 'Muhammad', 'Miller', 'Maple Street', '20', '89742', 'Münster', '29-09-2019', 'm', '10', '25-09-1964') 
 INTO PSE1.Kunde VALUES ('221' , 'Sebastian', 'Walker', 'Third Street', '16', '58133', 'Braunschweig', '21-02-2019', 'f', '13', '15-01-1956') 
 INTO PSE1.Kunde VALUES ('222' , 'Lily', 'Anderson', 'Oak Street', '32', '90833', 'Halle', '08-05-2019', 'm', '5', '01-05-2002') 
 INTO PSE1.Kunde VALUES ('223' , 'Abigail', 'Jones', 'Main Street', '7', '69233', 'Aachen', '19-09-2019', 'm', '9', '23-03-1996') 
 INTO PSE1.Kunde VALUES ('224' , 'Adalyn', 'Rodriguez', 'Ninth Street', '42', '36970', 'Cologne', '30-03-2019', 'f', '10', '21-02-1993') 
 INTO PSE1.Kunde VALUES ('225' , 'James', 'Jones', 'Third Street', '48', '64298', 'Lübeck', '24-05-2019', 'f', '5', '18-03-1992') 
 INTO PSE1.Kunde VALUES ('226' , 'Gabriel', 'Jackson', 'Cedar Street', '77', '17267', 'Hamm', '15-05-2019', 'm', '2', '05-03-1953') 
 INTO PSE1.Kunde VALUES ('227' , 'Maverick', 'Martinez', 'First Street', '85', '23704', 'Potsdam', '13-01-2019', 'f', '2', '13-08-1974') 
 INTO PSE1.Kunde VALUES ('228' , 'Emily', 'Jones', 'Fifth Street', '9', '96306', 'Magdeburg', '28-05-2019', 'f', '4', '05-10-1993') 
 INTO PSE1.Kunde VALUES ('229' , 'Levi', 'Miller', 'Sixth Street', '46', '62863', 'Mönchengladbach', '31-01-2019', 'm', '3', '05-07-1979') 
 INTO PSE1.Kunde VALUES ('230' , 'Ezra', 'Thompson', 'Maple Street', '83', '63512', 'Münster', '11-05-2019', 'f', '4', '20-03-1953') 
 INTO PSE1.Kunde VALUES ('231' , 'Scarlett', 'Rodriguez', 'View Street', '83', '59840', 'Münster', '06-08-2019', 'm', '6', '24-09-1963') 
 INTO PSE1.Kunde VALUES ('232' , 'Paisley', 'Perez', 'View Street', '40', '41928', 'Lübeck', '25-05-2019', 'f', '7', '24-12-1996') 
 INTO PSE1.Kunde VALUES ('233' , 'Ariana', 'Clark', 'Lake Street', '81', '48967', 'Wuppertal', '09-04-2019', 'f', '10', '29-04-1952') 
 INTO PSE1.Kunde VALUES ('234' , 'Samuel', 'Taylor', 'Fifth Street', '53', '77011', 'Bonn', '23-01-2019', 'f', '3', '20-03-1972') 
 INTO PSE1.Kunde VALUES ('235' , 'Maverick', 'Anderson', 'Cedar Street', '73', '42780', 'Hagen', '03-09-2019', 'm', '10', '17-06-1960') 
 INTO PSE1.Kunde VALUES ('236' , 'Charlotte', 'Hernandez', 'First Street', '26', '59028', 'Munich', '01-01-2019', 'f', '12', '21-01-1955') 
 INTO PSE1.Kunde VALUES ('237' , 'Aurora', 'White', 'Fourth Street', '48', '55512', 'Dresden', '28-03-2019', 'm', '9', '31-07-1984') 
 INTO PSE1.Kunde VALUES ('238' , 'Caleb', 'Hernandez', 'First Street', '71', '87021', 'Bonn', '05-05-2019', 'f', '10', '16-09-1999') 
 INTO PSE1.Kunde VALUES ('239' , 'Nora', 'Jones', 'Pine Street', '67', '59382', 'Rostock', '15-04-2019', 'm', '13', '29-01-1992') 
 INTO PSE1.Kunde VALUES ('240' , 'Miles', 'Lee', 'Maple Street', '92', '25191', 'Hanover', '23-11-2019', 'm', '6', '20-08-1999') 
 INTO PSE1.Kunde VALUES ('241' , 'Olivia', 'Johnson', 'Eighth Street', '47', '67067', 'Gelsenkirchen', '02-02-2019', 'f', '1', '13-12-1982') 
 INTO PSE1.Kunde VALUES ('242' , 'James', 'Johnson', 'Third Street', '99', '42693', 'Hamm', '04-10-2019', 'f', '3', '30-03-1976') 
 INTO PSE1.Kunde VALUES ('243' , 'Muhammad', 'Robinson', 'Pine Street', '32', '78002', 'Cologne', '27-07-2019', 'm', '1', '29-08-2005') 
 INTO PSE1.Kunde VALUES ('244' , 'Emily', 'Johnson', 'Elm Street', '45', '62956', 'Cologne', '09-04-2019', 'm', '1', '16-08-1967') 
 INTO PSE1.Kunde VALUES ('245' , 'Alexander', 'Walker', 'Lake Street', '58', '82079', 'Frankfurt am Main', '04-01-2019', 'm', '5', '17-01-1967') 
 INTO PSE1.Kunde VALUES ('246' , 'Nora', 'Robinson', 'Eighth Street', '58', '22448', 'Aachen', '30-03-2019', 'm', '2', '05-05-1981') 
 INTO PSE1.Kunde VALUES ('247' , 'Aurora', 'Moore', 'Main Street', '10', '20401', 'Chemnitz', '01-03-2019', 'm', '8', '30-05-1993') 
 INTO PSE1.Kunde VALUES ('248' , 'Peyton', 'Martin', 'Fourth Street', '82', '34404', 'Hamburg', '15-03-2019', 'f', '9', '11-02-2004') 
 INTO PSE1.Kunde VALUES ('249' , 'William', 'Johnson', 'Pine Street', '50', '98436', 'Magdeburg', '19-11-2019', 'f', '11', '25-12-1960') 
 INTO PSE1.Kunde VALUES ('250' , 'Daniel', 'Lewis', 'Ninth Street', '34', '37186', 'Bielefeld', '29-09-2019', 'f', '2', '22-06-1997') 
 INTO PSE1.Kunde VALUES ('251' , 'Jackson', 'Davis', 'Lake Street', '39', '89955', 'Stuttgart', '19-08-2019', 'f', '8', '08-11-1986') 
 INTO PSE1.Kunde VALUES ('252' , 'Maverick', 'Brown', 'Maple Street', '8', '47893', 'Mönchengladbach', '07-01-2019', 'f', '6', '17-08-1967') 
 INTO PSE1.Kunde VALUES ('253' , 'Lucas', 'Walker', 'Sixth Street', '55', '68345', 'Freiburg im Breisgau', '28-09-2019', 'f', '4', '18-05-1973') 
 INTO PSE1.Kunde VALUES ('254' , 'Asher', 'Jones', 'Washington Street', '48', '27954', 'Osnabrück', '25-05-2019', 'm', '11', '15-03-1977') 
 INTO PSE1.Kunde VALUES ('255' , 'Jayden', 'Williams', 'View Street', '66', '10066', 'Mainz', '01-12-2019', 'f', '8', '01-04-1993') 
 INTO PSE1.Kunde VALUES ('256' , 'Logan', 'White', 'Pine Street', '63', '19870', 'Solingen', '16-04-2019', 'f', '7', '20-03-1961') 
 INTO PSE1.Kunde VALUES ('257' , 'Ella', 'Moore', 'Pine Street', '73', '27118', 'Halle', '17-12-2019', 'm', '4', '17-06-1994') 
 INTO PSE1.Kunde VALUES ('258' , 'Lincoln', 'Davis', 'Ninth Street', '55', '25463', 'Bochum', '06-01-2019', 'f', '6', '31-10-1977') 
 INTO PSE1.Kunde VALUES ('259' , 'Maverick', 'Clark', 'First Street', '8', '73323', 'Dortmund', '11-02-2019', 'm', '1', '18-03-1973') 
 INTO PSE1.Kunde VALUES ('260' , 'Elena', 'Rodriguez', 'Maple Street', '6', '45324', 'Osnabrück', '02-02-2019', 'f', '3', '23-10-1980') 
 INTO PSE1.Kunde VALUES ('261' , 'Chloe', 'Johnson', 'Third Street', '55', '82506', 'Kassel', '30-12-2020', 'm', '12', '05-09-1950') 
 INTO PSE1.Kunde VALUES ('262' , 'Julian', 'Lewis', 'Main Street', '73', '78534', 'Braunschweig', '10-05-2019', 'f', '13', '27-04-1993') 
 INTO PSE1.Kunde VALUES ('263' , 'Jack', 'White', 'Maple Street', '78', '68996', 'Wiesbaden', '15-06-2019', 'f', '4', '07-11-1961') 
 INTO PSE1.Kunde VALUES ('264' , 'Alexander', 'Garcia', 'Sixth Street', '25', '56682', 'Augsburg', '28-12-2019', 'f', '7', '14-11-1951') 
 INTO PSE1.Kunde VALUES ('265' , 'Benjamin', 'Anderson', 'Park Street', '79', '62979', 'Frankfurt am Main', '19-10-2019', 'f', '13', '11-07-1993') 
 INTO PSE1.Kunde VALUES ('266' , 'Carson', 'Anderson', 'Oak Street', '89', '46055', 'Hanover', '07-10-2019', 'm', '10', '28-07-2000') 
 INTO PSE1.Kunde VALUES ('267' , 'Muhammad', 'Garcia', 'Fifth Street', '46', '85634', 'Magdeburg', '24-08-2019', 'f', '1', '14-12-1955') 
 INTO PSE1.Kunde VALUES ('268' , 'Ariana', 'Walker', 'Main Street', '15', '58652', 'Leverkusen', '17-11-2019', 'f', '11', '24-01-1987') 
 INTO PSE1.Kunde VALUES ('269' , 'Jacob', 'Martinez', 'Washington Street', '60', '50083', 'Leverkusen', '01-02-2019', 'f', '6', '06-09-1952') 
 INTO PSE1.Kunde VALUES ('270' , 'Logan', 'White', 'Seventh Street', '54', '73022', 'Münster', '18-10-2019', 'f', '7', '07-03-1950') 
 INTO PSE1.Kunde VALUES ('271' , 'Charlotte', 'Rodriguez', 'Maple Street', '32', '26956', 'Saarbrücken', '26-12-2019', 'f', '5', '12-01-1976') 
 INTO PSE1.Kunde VALUES ('272' , 'Chloe', 'Moore', 'Ninth Street', '27', '13143', 'Magdeburg', '09-03-2019', 'm', '2', '30-10-1967') 
 INTO PSE1.Kunde VALUES ('273' , 'Sarah', 'Davis', 'Cedar Street', '44', '83077', 'Leipzig', '11-04-2019', 'm', '7', '19-09-1990') 
 INTO PSE1.Kunde VALUES ('274' , 'Jayce', 'Miller', 'Cedar Street', '0', '31718', 'Stuttgart', '31-07-2019', 'f', '3', '27-02-1999') 
 INTO PSE1.Kunde VALUES ('275' , 'Luna', 'Lewis', 'First Street', '70', '45764', 'Chemnitz', '05-03-2019', 'm', '9', '30-12-1972') 
 INTO PSE1.Kunde VALUES ('276' , 'Asher', 'Thomas', 'Fifth Street', '63', '31820', 'Berlin', '09-07-2019', 'm', '10', '02-10-1970') 
 INTO PSE1.Kunde VALUES ('277' , 'Madelyn', 'Moore', 'Fourth Street', '88', '84223', 'Nuremberg', '19-06-2019', 'm', '8', '29-09-1976') 
 INTO PSE1.Kunde VALUES ('278' , 'Jack', 'Clark', 'First Street', '69', '26589', 'Erfurt', '31-03-2019', 'f', '3', '27-11-1951') 
 INTO PSE1.Kunde VALUES ('279' , 'Emily', 'Martinez', 'Third Street', '52', '99423', 'Leipzig', '28-04-2019', 'm', '11', '13-04-1967') 
 INTO PSE1.Kunde VALUES ('280' , 'Mason', 'Harris', 'Third Street', '71', '71815', 'Chemnitz', '10-09-2019', 'm', '10', '10-10-2003') 
 INTO PSE1.Kunde VALUES ('281' , 'Hannah', 'Moore', 'Elm Street', '36', '70022', 'Wiesbaden', '26-10-2019', 'f', '4', '09-09-1991') 
 INTO PSE1.Kunde VALUES ('282' , 'Caleb', 'Walker', 'Pine Street', '36', '97149', 'Magdeburg', '06-07-2019', 'f', '11', '07-01-1965') 
 INTO PSE1.Kunde VALUES ('283' , 'Ryan', 'Moore', 'Washington Street', '33', '66707', 'Berlin', '10-08-2019', 'f', '1', '02-02-1956') 
 INTO PSE1.Kunde VALUES ('284' , 'Hannah', 'Thompson', 'Sixth Street', '47', '30913', 'Gelsenkirchen', '01-09-2019', 'm', '6', '27-08-1997') 
 INTO PSE1.Kunde VALUES ('285' , 'Aubrey', 'Thompson', 'Second Street', '68', '36985', 'Oberhausen', '29-12-2019', 'm', '5', '04-07-1954') 
 INTO PSE1.Kunde VALUES ('286' , 'Ryan', 'Moore', 'Seventh Street', '47', '56440', 'Stuttgart', '22-11-2019', 'f', '6', '26-03-1958') 
 INTO PSE1.Kunde VALUES ('287' , 'Alexander', 'Harris', 'View Street', '70', '75856', 'Wuppertal', '04-03-2019', 'f', '8', '25-12-1988') 
 INTO PSE1.Kunde VALUES ('288' , 'Carter', 'Lewis', 'Fourth Street', '99', '25730', 'Chemnitz', '29-01-2019', 'f', '9', '03-01-1967') 
 INTO PSE1.Kunde VALUES ('289' , 'Peyton', 'Gonzalez', 'View Street', '12', '72256', 'Münster', '23-01-2019', 'f', '13', '24-02-1988') 
 INTO PSE1.Kunde VALUES ('290' , 'Carter', 'Davis', 'Ninth Street', '58', '73073', 'Oberhausen', '01-04-2019', 'm', '4', '06-12-1978') 
 INTO PSE1.Kunde VALUES ('291' , 'Emma', 'Jones', 'Lake Street', '74', '51315', 'Wuppertal', '22-09-2019', 'f', '4', '29-11-1964') 
 INTO PSE1.Kunde VALUES ('292' , 'Josiah', 'Jones', 'Park Street', '47', '84859', 'Stuttgart', '08-12-2019', 'f', '5', '29-04-1979') 
 INTO PSE1.Kunde VALUES ('293' , 'Aiden', 'Hernandez', 'View Street', '94', '64888', 'Solingen', '05-10-2019', 'm', '8', '04-08-1973') 
 INTO PSE1.Kunde VALUES ('294' , 'William', 'Hernandez', 'Third Street', '60', '16369', 'Mannheim', '01-05-2019', 'f', '3', '19-04-1993') 
 INTO PSE1.Kunde VALUES ('295' , 'Jackson', 'Perez', 'Elm Street', '80', '13904', 'Duisburg', '07-02-2019', 'f', '7', '17-02-1983') 
 INTO PSE1.Kunde VALUES ('296' , 'Aubrey', 'Brown', 'Sixth Street', '96', '65494', 'Dortmund', '21-05-2019', 'm', '2', '02-09-1969') 
 INTO PSE1.Kunde VALUES ('297' , 'Olivia', 'Harris', 'Eighth Street', '94', '69467', 'Kiel', '28-05-2019', 'm', '13', '12-11-1960') 
 INTO PSE1.Kunde VALUES ('298' , 'Aurora', 'Gonzalez', 'Main Street', '95', '29054', 'Bremen', '03-07-2019', 'f', '6', '21-11-1994') 
 INTO PSE1.Kunde VALUES ('299' , 'Matthew', 'Walker', 'Park Street', '2', '24974', 'Hanover', '20-11-2019', 'f', '9', '21-01-1968') 
 INTO PSE1.Kunde VALUES ('300' , 'Zoe', 'Robinson', 'First Street', '22', '27761', 'Mülheim an der Ruhr', '29-12-2019', 'm', '8', '02-06-1965') 
 INTO PSE1.Kunde VALUES ('301' , 'Kinsley', 'Jackson', 'Cedar Street', '34', '64022', 'Bielefeld', '10-05-2019', 'f', '7', '23-07-1969') 
 INTO PSE1.Kunde VALUES ('302' , 'James', 'Martin', 'Oak Street', '85', '19914', 'Duisburg', '17-02-2019', 'f', '1', '30-08-1964') 
 INTO PSE1.Kunde VALUES ('303' , 'Madison', 'Hall', 'Park Street', '37', '98653', 'Rostock', '16-11-2019', 'f', '13', '06-10-2002') 
 INTO PSE1.Kunde VALUES ('304' , 'Emma', 'Perez', 'Lake Street', '51', '67089', 'Bremen', '22-12-2019', 'm', '2', '31-08-1963') 
 INTO PSE1.Kunde VALUES ('305' , 'Lila', 'Martin', 'Maple Street', '8', '34413', 'Düsseldorf', '05-01-2019', 'f', '11', '28-09-2005') 
 INTO PSE1.Kunde VALUES ('306' , 'Lila', 'Martinez', 'Oak Street', '41', '45314', 'Potsdam', '11-11-2019', 'm', '12', '30-04-1951') 
 INTO PSE1.Kunde VALUES ('307' , 'Jacob', 'Rodriguez', 'Park Street', '42', '62096', 'Hamburg', '29-08-2019', 'f', '7', '04-04-1991') 
 INTO PSE1.Kunde VALUES ('308' , 'Colton', 'Garcia', 'Eighth Street', '55', '38403', 'Dortmund', '21-12-2019', 'm', '12', '26-06-1954') 
 INTO PSE1.Kunde VALUES ('309' , 'Isaiah', 'Gonzalez', 'Lake Street', '36', '88723', 'Mannheim', '25-07-2019', 'm', '5', '13-04-1966') 
 INTO PSE1.Kunde VALUES ('310' , 'Aurora', 'Williams', 'Fifth Street', '5', '87933', 'Krefeld', '09-09-2019', 'f', '5', '08-04-1991') 
 INTO PSE1.Kunde VALUES ('311' , 'Isabella', 'Garcia', 'Washington Street', '24', '48141', 'Dortmund', '02-10-2019', 'f', '11', '28-07-2005') 
 INTO PSE1.Kunde VALUES ('312' , 'James', 'Anderson', 'Seventh Street', '76', '33643', 'Bremen', '08-03-2019', 'm', '3', '05-07-1951') 
 INTO PSE1.Kunde VALUES ('313' , 'Levi', 'Robinson', 'Oak Street', '7', '54332', 'Oberhausen', '08-06-2019', 'm', '2', '28-01-1967') 
 INTO PSE1.Kunde VALUES ('314' , 'Riley', 'Harris', 'Third Street', '38', '44143', 'Essen', '19-04-2019', 'f', '8', '20-06-1984') 
 INTO PSE1.Kunde VALUES ('315' , 'Emma', 'Moore', 'Elm Street', '79', '16237', 'Augsburg', '06-03-2019', 'f', '8', '16-05-1973') 
 INTO PSE1.Kunde VALUES ('316' , 'Ethan', 'Johnson', 'Main Street', '57', '14927', 'Mülheim an der Ruhr', '14-02-2019', 'm', '11', '15-07-1965') 
 INTO PSE1.Kunde VALUES ('317' , 'Josiah', 'Jackson', 'Third Street', '44', '13519', 'Magdeburg', '19-02-2019', 'f', '7', '25-09-1966') 
 INTO PSE1.Kunde VALUES ('318' , 'Nora', 'Rodriguez', 'Pine Street', '32', '25351', 'Hanover', '22-12-2019', 'm', '9', '21-04-2005') 
 INTO PSE1.Kunde VALUES ('319' , 'Jack', 'Hernandez', 'First Street', '65', '60691', 'Saarbrücken', '12-12-2019', 'm', '13', '19-03-1997') 
 INTO PSE1.Kunde VALUES ('320' , 'Logan', 'Miller', 'First Street', '12', '13244', 'Berlin', '05-08-2019', 'm', '5', '22-10-1993') 
 INTO PSE1.Kunde VALUES ('321' , 'Nova', 'Jackson', 'First Street', '75', '39822', 'Saarbrücken', '15-05-2019', 'm', '5', '05-12-1970') 
 INTO PSE1.Kunde VALUES ('322' , 'Sebastian', 'Hernandez', 'Fifth Street', '3', '88770', 'Leipzig', '28-02-2019', 'm', '4', '12-10-1973') 
 INTO PSE1.Kunde VALUES ('323' , 'Grayson', 'Wilson', 'Elm Street', '3', '18609', 'Oberhausen', '06-09-2019', 'm', '10', '05-08-1962') 
 INTO PSE1.Kunde VALUES ('324' , 'Grayson', 'Garcia', 'Oak Street', '27', '89616', 'Mannheim', '09-01-2019', 'f', '7', '02-04-1967') 
 INTO PSE1.Kunde VALUES ('325' , 'Paisley', 'Martin', 'Sixth Street', '30', '22282', 'Bielefeld', '24-05-2019', 'f', '11', '08-04-1986') 
 INTO PSE1.Kunde VALUES ('326' , 'Carter', 'Walker', 'Fifth Street', '5', '86131', 'Rostock', '01-03-2019', 'm', '13', '02-08-1973') 
 INTO PSE1.Kunde VALUES ('327' , 'Layla', 'Perez', 'Cedar Street', '38', '97609', 'Frankfurt am Main', '23-01-2019', 'f', '9', '08-12-1965') 
 INTO PSE1.Kunde VALUES ('328' , 'Maya', 'Taylor', 'Lake Street', '57', '81676', 'Hamburg', '10-01-2019', 'm', '2', '04-05-1975') 
 INTO PSE1.Kunde VALUES ('329' , 'Miles', 'Thompson', 'Fifth Street', '74', '28783', 'Leverkusen', '02-09-2019', 'f', '4', '20-12-2002') 
 INTO PSE1.Kunde VALUES ('330' , 'Adalyn', 'Lee', 'Park Street', '91', '78823', 'Cologne', '10-12-2019', 'm', '3', '06-04-1992') 
 INTO PSE1.Kunde VALUES ('331' , 'Josiah', 'Clark', 'View Street', '2', '97925', 'Leipzig', '06-09-2019', 'm', '2', '02-04-1970') 
