INSERT ALL 
 INTO PSE1.WarenkorbPosition VALUES ('0', '1', '15', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('371', '2', '1497', '314') 
 INTO PSE1.WarenkorbPosition VALUES ('372', '2', '853', '70') 
 INTO PSE1.WarenkorbPosition VALUES ('373', '2', '1492', '475') 
 INTO PSE1.WarenkorbPosition VALUES ('374', '2', '1273', '25') 
 INTO PSE1.WarenkorbPosition VALUES ('375', '2', '1153', '146') 
 INTO PSE1.WarenkorbPosition VALUES ('376', '1', '1061', '246') 
 INTO PSE1.WarenkorbPosition VALUES ('377', '2', '1513', '570') 
 INTO PSE1.WarenkorbPosition VALUES ('378', '2', '1237', '599') 
 INTO PSE1.WarenkorbPosition VALUES ('379', '0', '748', '8') 
 INTO PSE1.WarenkorbPosition VALUES ('380', '0', '1113', '469') 
 INTO PSE1.WarenkorbPosition VALUES ('381', '2', '453', '525') 
 INTO PSE1.WarenkorbPosition VALUES ('382', '1', '1862', '61') 
 INTO PSE1.WarenkorbPosition VALUES ('383', '1', '368', '204') 
 INTO PSE1.WarenkorbPosition VALUES ('384', '2', '1533', '51') 
 INTO PSE1.WarenkorbPosition VALUES ('385', '2', '363', '557') 
 INTO PSE1.WarenkorbPosition VALUES ('386', '0', '301', '174') 
 INTO PSE1.WarenkorbPosition VALUES ('387', '2', '594', '483') 
 INTO PSE1.WarenkorbPosition VALUES ('388', '1', '1837', '272') 
 INTO PSE1.WarenkorbPosition VALUES ('389', '0', '1256', '166') 
 INTO PSE1.WarenkorbPosition VALUES ('390', '1', '1102', '518') 
 INTO PSE1.WarenkorbPosition VALUES ('391', '1', '744', '85') 
 INTO PSE1.WarenkorbPosition VALUES ('392', '2', '407', '317') 
 INTO PSE1.WarenkorbPosition VALUES ('393', '0', '670', '19') 
 INTO PSE1.WarenkorbPosition VALUES ('394', '0', '496', '348') 
 INTO PSE1.WarenkorbPosition VALUES ('395', '2', '79', '529') 
 INTO PSE1.WarenkorbPosition VALUES ('396', '1', '309', '598') 
 INTO PSE1.WarenkorbPosition VALUES ('397', '2', '1910', '364') 
 INTO PSE1.WarenkorbPosition VALUES ('398', '2', '670', '543') 
 INTO PSE1.WarenkorbPosition VALUES ('399', '2', '1655', '195') 
 INTO PSE1.WarenkorbPosition VALUES ('400', '2', '902', '410') 
 INTO PSE1.WarenkorbPosition VALUES ('401', '1', '1786', '139') 
 INTO PSE1.WarenkorbPosition VALUES ('402', '2', '288', '90') 
 INTO PSE1.WarenkorbPosition VALUES ('403', '0', '276', '552') 
 INTO PSE1.WarenkorbPosition VALUES ('404', '1', '519', '323') 
 INTO PSE1.WarenkorbPosition VALUES ('405', '2', '1755', '41') 
 INTO PSE1.WarenkorbPosition VALUES ('406', '1', '269', '217') 
 INTO PSE1.WarenkorbPosition VALUES ('407', '1', '1492', '628') 
 INTO PSE1.WarenkorbPosition VALUES ('408', '0', '1086', '425') 
 INTO PSE1.WarenkorbPosition VALUES ('409', '0', '176', '527') 
 INTO PSE1.WarenkorbPosition VALUES ('410', '0', '140', '443') 
 INTO PSE1.WarenkorbPosition VALUES ('411', '2', '1298', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('412', '2', '1761', '587') 
 INTO PSE1.WarenkorbPosition VALUES ('413', '0', '47', '393') 
 INTO PSE1.WarenkorbPosition VALUES ('414', '2', '565', '168') 
 INTO PSE1.WarenkorbPosition VALUES ('415', '1', '1066', '151') 
 INTO PSE1.WarenkorbPosition VALUES ('416', '2', '180', '120') 
 INTO PSE1.WarenkorbPosition VALUES ('417', '0', '48', '193') 
 INTO PSE1.WarenkorbPosition VALUES ('418', '0', '189', '507') 
 INTO PSE1.WarenkorbPosition VALUES ('419', '0', '836', '105') 
 INTO PSE1.WarenkorbPosition VALUES ('420', '1', '1696', '214') 
 INTO PSE1.WarenkorbPosition VALUES ('421', '2', '1975', '251') 
 INTO PSE1.WarenkorbPosition VALUES ('422', '2', '449', '156') 
 INTO PSE1.WarenkorbPosition VALUES ('423', '1', '1602', '325') 
 INTO PSE1.WarenkorbPosition VALUES ('424', '0', '1556', '422') 
 INTO PSE1.WarenkorbPosition VALUES ('425', '2', '1436', '71') 
 INTO PSE1.WarenkorbPosition VALUES ('426', '1', '763', '287') 
 INTO PSE1.WarenkorbPosition VALUES ('427', '1', '1752', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('428', '0', '1888', '610') 
 INTO PSE1.WarenkorbPosition VALUES ('429', '0', '1436', '134') 
 INTO PSE1.WarenkorbPosition VALUES ('430', '1', '1962', '95') 
 INTO PSE1.WarenkorbPosition VALUES ('431', '0', '219', '260') 
 INTO PSE1.WarenkorbPosition VALUES ('432', '1', '590', '471') 
 INTO PSE1.WarenkorbPosition VALUES ('433', '0', '1287', '121') 
 INTO PSE1.WarenkorbPosition VALUES ('434', '0', '935', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('435', '1', '33', '211') 
 INTO PSE1.WarenkorbPosition VALUES ('436', '0', '1699', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('437', '2', '1491', '379') 
 INTO PSE1.WarenkorbPosition VALUES ('438', '0', '1937', '491') 
 INTO PSE1.WarenkorbPosition VALUES ('439', '1', '210', '610') 
 INTO PSE1.WarenkorbPosition VALUES ('440', '2', '1863', '67') 
 INTO PSE1.WarenkorbPosition VALUES ('441', '2', '518', '145') 
 INTO PSE1.WarenkorbPosition VALUES ('442', '2', '820', '216') 
 INTO PSE1.WarenkorbPosition VALUES ('443', '2', '599', '6') 
 INTO PSE1.WarenkorbPosition VALUES ('444', '1', '927', '3') 
 INTO PSE1.WarenkorbPosition VALUES ('445', '1', '780', '604') 
 INTO PSE1.WarenkorbPosition VALUES ('446', '0', '1825', '435') 
 INTO PSE1.WarenkorbPosition VALUES ('447', '1', '724', '7') 
 INTO PSE1.WarenkorbPosition VALUES ('448', '1', '1408', '482') 
 INTO PSE1.WarenkorbPosition VALUES ('449', '0', '1461', '405') 
 INTO PSE1.WarenkorbPosition VALUES ('450', '1', '808', '10') 
 INTO PSE1.WarenkorbPosition VALUES ('451', '1', '1168', '334') 
 INTO PSE1.WarenkorbPosition VALUES ('452', '0', '595', '325') 
 INTO PSE1.WarenkorbPosition VALUES ('453', '0', '794', '626') 
 INTO PSE1.WarenkorbPosition VALUES ('454', '2', '1705', '412') 
 INTO PSE1.WarenkorbPosition VALUES ('455', '2', '1115', '176') 
 INTO PSE1.WarenkorbPosition VALUES ('456', '2', '359', '167') 
 INTO PSE1.WarenkorbPosition VALUES ('457', '2', '1960', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('458', '2', '129', '623') 
 INTO PSE1.WarenkorbPosition VALUES ('459', '2', '773', '110') 
 INTO PSE1.WarenkorbPosition VALUES ('460', '1', '88', '66') 
 INTO PSE1.WarenkorbPosition VALUES ('461', '0', '1807', '380') 
 INTO PSE1.WarenkorbPosition VALUES ('462', '0', '1350', '113') 
 INTO PSE1.WarenkorbPosition VALUES ('463', '1', '431', '585') 
 INTO PSE1.WarenkorbPosition VALUES ('464', '0', '1115', '370') 
 INTO PSE1.WarenkorbPosition VALUES ('465', '1', '1', '247') 
 INTO PSE1.WarenkorbPosition VALUES ('466', '2', '1602', '430') 
 INTO PSE1.WarenkorbPosition VALUES ('467', '2', '575', '438') 
 INTO PSE1.WarenkorbPosition VALUES ('468', '2', '180', '25') 
 INTO PSE1.WarenkorbPosition VALUES ('469', '2', '1809', '599') 
 INTO PSE1.WarenkorbPosition VALUES ('470', '1', '761', '554') 
 INTO PSE1.WarenkorbPosition VALUES ('471', '1', '1510', '350') 
 INTO PSE1.WarenkorbPosition VALUES ('472', '2', '466', '404') 
 INTO PSE1.WarenkorbPosition VALUES ('473', '2', '1875', '474') 
 INTO PSE1.WarenkorbPosition VALUES ('474', '2', '215', '88') 
 INTO PSE1.WarenkorbPosition VALUES ('475', '1', '1503', '568') 
 INTO PSE1.WarenkorbPosition VALUES ('476', '2', '234', '41') 
 INTO PSE1.WarenkorbPosition VALUES ('477', '1', '1789', '273') 
 INTO PSE1.WarenkorbPosition VALUES ('478', '2', '326', '28') 
 INTO PSE1.WarenkorbPosition VALUES ('479', '2', '1803', '135') 
 INTO PSE1.WarenkorbPosition VALUES ('480', '1', '1108', '47') 
 INTO PSE1.WarenkorbPosition VALUES ('481', '2', '1685', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('482', '2', '1858', '125') 
 INTO PSE1.WarenkorbPosition VALUES ('483', '0', '1090', '96') 
 INTO PSE1.WarenkorbPosition VALUES ('484', '2', '615', '315') 
 INTO PSE1.WarenkorbPosition VALUES ('485', '0', '1906', '78') 
 INTO PSE1.WarenkorbPosition VALUES ('486', '2', '648', '292') 
 INTO PSE1.WarenkorbPosition VALUES ('487', '0', '557', '380') 
 INTO PSE1.WarenkorbPosition VALUES ('488', '2', '1036', '486') 
 INTO PSE1.WarenkorbPosition VALUES ('489', '2', '1569', '316') 
 INTO PSE1.WarenkorbPosition VALUES ('490', '0', '657', '636') 
 INTO PSE1.WarenkorbPosition VALUES ('491', '0', '303', '592') 
 INTO PSE1.WarenkorbPosition VALUES ('492', '2', '203', '183') 
 INTO PSE1.WarenkorbPosition VALUES ('493', '1', '1146', '178') 
 INTO PSE1.WarenkorbPosition VALUES ('494', '1', '822', '425') 
 INTO PSE1.WarenkorbPosition VALUES ('495', '2', '1142', '378') 
 INTO PSE1.WarenkorbPosition VALUES ('496', '1', '551', '7') 
 INTO PSE1.WarenkorbPosition VALUES ('497', '1', '76', '554') 
 INTO PSE1.WarenkorbPosition VALUES ('498', '0', '416', '75') 
 INTO PSE1.WarenkorbPosition VALUES ('499', '2', '1114', '573') 
 INTO PSE1.WarenkorbPosition VALUES ('500', '0', '771', '465') 
 INTO PSE1.WarenkorbPosition VALUES ('501', '2', '610', '393') 
 INTO PSE1.WarenkorbPosition VALUES ('502', '1', '557', '577') 
 INTO PSE1.WarenkorbPosition VALUES ('503', '0', '1903', '316') 
 INTO PSE1.WarenkorbPosition VALUES ('504', '0', '145', '596') 
 INTO PSE1.WarenkorbPosition VALUES ('505', '1', '1053', '429') 
 INTO PSE1.WarenkorbPosition VALUES ('506', '0', '37', '245') 
 INTO PSE1.WarenkorbPosition VALUES ('507', '1', '194', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('508', '2', '1769', '528') 
 INTO PSE1.WarenkorbPosition VALUES ('509', '2', '20', '501') 
 INTO PSE1.WarenkorbPosition VALUES ('510', '1', '1591', '236') 
 INTO PSE1.WarenkorbPosition VALUES ('511', '2', '1622', '311') 
 INTO PSE1.WarenkorbPosition VALUES ('512', '1', '798', '163') 
 INTO PSE1.WarenkorbPosition VALUES ('513', '1', '1008', '365') 
 INTO PSE1.WarenkorbPosition VALUES ('514', '0', '1130', '49') 
 INTO PSE1.WarenkorbPosition VALUES ('515', '0', '1323', '300') 
 INTO PSE1.WarenkorbPosition VALUES ('516', '0', '1385', '310') 
 INTO PSE1.WarenkorbPosition VALUES ('517', '1', '1154', '634') 
 INTO PSE1.WarenkorbPosition VALUES ('518', '1', '652', '522') 
 INTO PSE1.WarenkorbPosition VALUES ('519', '2', '594', '322') 
 INTO PSE1.WarenkorbPosition VALUES ('520', '1', '1502', '380') 
 INTO PSE1.WarenkorbPosition VALUES ('521', '0', '1503', '187') 
 INTO PSE1.WarenkorbPosition VALUES ('522', '1', '177', '254') 
 INTO PSE1.WarenkorbPosition VALUES ('523', '2', '964', '303') 
 INTO PSE1.WarenkorbPosition VALUES ('524', '0', '1451', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('525', '0', '1589', '199') 
 INTO PSE1.WarenkorbPosition VALUES ('526', '1', '1517', '367') 
 INTO PSE1.WarenkorbPosition VALUES ('527', '1', '1672', '442') 
 INTO PSE1.WarenkorbPosition VALUES ('528', '2', '1476', '449') 
 INTO PSE1.WarenkorbPosition VALUES ('529', '2', '676', '608') 
 INTO PSE1.WarenkorbPosition VALUES ('530', '0', '1798', '475') 
 INTO PSE1.WarenkorbPosition VALUES ('531', '2', '1425', '23') 
 INTO PSE1.WarenkorbPosition VALUES ('532', '1', '1174', '202') 
 INTO PSE1.WarenkorbPosition VALUES ('533', '2', '1324', '155') 
 INTO PSE1.WarenkorbPosition VALUES ('534', '1', '968', '209') 
 INTO PSE1.WarenkorbPosition VALUES ('535', '2', '11', '460') 
 INTO PSE1.WarenkorbPosition VALUES ('536', '0', '93', '533') 
 INTO PSE1.WarenkorbPosition VALUES ('537', '2', '1007', '159') 
 INTO PSE1.WarenkorbPosition VALUES ('538', '2', '1780', '86') 
 INTO PSE1.WarenkorbPosition VALUES ('539', '2', '967', '456') 
 INTO PSE1.WarenkorbPosition VALUES ('540', '2', '1402', '573') 
 INTO PSE1.WarenkorbPosition VALUES ('541', '2', '570', '40') 
 INTO PSE1.WarenkorbPosition VALUES ('542', '2', '202', '351') 
 INTO PSE1.WarenkorbPosition VALUES ('543', '2', '1329', '309') 
 INTO PSE1.WarenkorbPosition VALUES ('544', '1', '1150', '179') 
 INTO PSE1.WarenkorbPosition VALUES ('545', '0', '135', '185') 
 INTO PSE1.WarenkorbPosition VALUES ('546', '0', '435', '552') 
 INTO PSE1.WarenkorbPosition VALUES ('547', '0', '724', '550') 
 INTO PSE1.WarenkorbPosition VALUES ('548', '2', '702', '452') 
 INTO PSE1.WarenkorbPosition VALUES ('549', '2', '1986', '446') 
 INTO PSE1.WarenkorbPosition VALUES ('550', '0', '714', '442') 
 INTO PSE1.WarenkorbPosition VALUES ('551', '2', '1019', '412') 
 INTO PSE1.WarenkorbPosition VALUES ('552', '2', '675', '499') 
 INTO PSE1.WarenkorbPosition VALUES ('553', '0', '1487', '121') 
 INTO PSE1.WarenkorbPosition VALUES ('554', '0', '1233', '522') 
 INTO PSE1.WarenkorbPosition VALUES ('555', '1', '275', '603') 
 INTO PSE1.WarenkorbPosition VALUES ('556', '2', '1846', '452') 
 INTO PSE1.WarenkorbPosition VALUES ('557', '2', '245', '475') 
 INTO PSE1.WarenkorbPosition VALUES ('558', '1', '529', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('559', '2', '563', '301') 
 INTO PSE1.WarenkorbPosition VALUES ('560', '0', '156', '550') 
 INTO PSE1.WarenkorbPosition VALUES ('561', '2', '1863', '502') 
 INTO PSE1.WarenkorbPosition VALUES ('562', '0', '94', '400') 
 INTO PSE1.WarenkorbPosition VALUES ('563', '1', '858', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('564', '1', '1781', '423') 
 INTO PSE1.WarenkorbPosition VALUES ('565', '1', '1799', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('566', '1', '504', '287') 
 INTO PSE1.WarenkorbPosition VALUES ('567', '1', '520', '464') 
 INTO PSE1.WarenkorbPosition VALUES ('568', '2', '985', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('569', '0', '1661', '431') 
 INTO PSE1.WarenkorbPosition VALUES ('570', '2', '892', '176') 
 INTO PSE1.WarenkorbPosition VALUES ('571', '2', '542', '220') 
 INTO PSE1.WarenkorbPosition VALUES ('572', '0', '784', '340') 
 INTO PSE1.WarenkorbPosition VALUES ('573', '2', '271', '189') 
 INTO PSE1.WarenkorbPosition VALUES ('574', '0', '1585', '527') 
 INTO PSE1.WarenkorbPosition VALUES ('575', '0', '1235', '196') 
 INTO PSE1.WarenkorbPosition VALUES ('576', '0', '832', '117') 
 INTO PSE1.WarenkorbPosition VALUES ('577', '2', '1548', '12') 
 INTO PSE1.WarenkorbPosition VALUES ('578', '2', '1445', '608') 
 INTO PSE1.WarenkorbPosition VALUES ('579', '1', '179', '318') 
 INTO PSE1.WarenkorbPosition VALUES ('580', '2', '1589', '262') 
 INTO PSE1.WarenkorbPosition VALUES ('581', '2', '1415', '460') 
 INTO PSE1.WarenkorbPosition VALUES ('582', '2', '20', '554') 
 INTO PSE1.WarenkorbPosition VALUES ('583', '1', '294', '112') 
 INTO PSE1.WarenkorbPosition VALUES ('584', '0', '1737', '108') 
 INTO PSE1.WarenkorbPosition VALUES ('585', '1', '654', '112') 
 INTO PSE1.WarenkorbPosition VALUES ('586', '1', '871', '268') 
 INTO PSE1.WarenkorbPosition VALUES ('587', '0', '1482', '505') 
 INTO PSE1.WarenkorbPosition VALUES ('588', '0', '161', '226') 
 INTO PSE1.WarenkorbPosition VALUES ('589', '1', '716', '419') 
 INTO PSE1.WarenkorbPosition VALUES ('590', '1', '1470', '273') 
 INTO PSE1.WarenkorbPosition VALUES ('591', '2', '1879', '579') 
 INTO PSE1.WarenkorbPosition VALUES ('592', '1', '1627', '385') 
 INTO PSE1.WarenkorbPosition VALUES ('593', '2', '1322', '480') 
 INTO PSE1.WarenkorbPosition VALUES ('594', '0', '645', '544') 
 INTO PSE1.WarenkorbPosition VALUES ('595', '0', '436', '25') 
 INTO PSE1.WarenkorbPosition VALUES ('596', '1', '945', '196') 
 INTO PSE1.WarenkorbPosition VALUES ('597', '1', '688', '371') 
 INTO PSE1.WarenkorbPosition VALUES ('598', '2', '1088', '473') 
 INTO PSE1.WarenkorbPosition VALUES ('599', '2', '488', '493') 
 INTO PSE1.WarenkorbPosition VALUES ('600', '0', '740', '593') 
 INTO PSE1.WarenkorbPosition VALUES ('601', '1', '680', '354') 
 INTO PSE1.WarenkorbPosition VALUES ('602', '0', '1797', '97') 
 INTO PSE1.WarenkorbPosition VALUES ('603', '0', '226', '560') 
 INTO PSE1.WarenkorbPosition VALUES ('604', '2', '189', '171') 
 INTO PSE1.WarenkorbPosition VALUES ('605', '1', '389', '378') 
 INTO PSE1.WarenkorbPosition VALUES ('606', '0', '426', '553') 
 INTO PSE1.WarenkorbPosition VALUES ('607', '1', '1181', '357') 
 INTO PSE1.WarenkorbPosition VALUES ('608', '0', '1557', '552') 
 INTO PSE1.WarenkorbPosition VALUES ('609', '0', '1847', '515') 
 INTO PSE1.WarenkorbPosition VALUES ('610', '1', '1963', '165') 
 INTO PSE1.WarenkorbPosition VALUES ('611', '2', '1818', '161') 
 INTO PSE1.WarenkorbPosition VALUES ('612', '0', '116', '588') 
 INTO PSE1.WarenkorbPosition VALUES ('613', '2', '182', '412') 
 INTO PSE1.WarenkorbPosition VALUES ('614', '1', '1195', '354') 
 INTO PSE1.WarenkorbPosition VALUES ('615', '0', '1897', '413') 
 INTO PSE1.WarenkorbPosition VALUES ('616', '2', '1114', '180') 
 INTO PSE1.WarenkorbPosition VALUES ('617', '0', '1757', '226') 
 INTO PSE1.WarenkorbPosition VALUES ('618', '1', '315', '443') 
 INTO PSE1.WarenkorbPosition VALUES ('619', '2', '769', '60') 
 INTO PSE1.WarenkorbPosition VALUES ('620', '1', '1255', '16') 
 INTO PSE1.WarenkorbPosition VALUES ('621', '0', '1232', '239') 
 INTO PSE1.WarenkorbPosition VALUES ('622', '1', '1864', '82') 
 INTO PSE1.WarenkorbPosition VALUES ('623', '1', '70', '564') 
 INTO PSE1.WarenkorbPosition VALUES ('624', '0', '736', '607') 
 INTO PSE1.WarenkorbPosition VALUES ('625', '0', '1732', '353') 
 INTO PSE1.WarenkorbPosition VALUES ('626', '1', '1466', '272') 
 INTO PSE1.WarenkorbPosition VALUES ('627', '0', '73', '477') 
 INTO PSE1.WarenkorbPosition VALUES ('628', '1', '470', '5') 
 INTO PSE1.WarenkorbPosition VALUES ('629', '1', '1914', '5') 
 INTO PSE1.WarenkorbPosition VALUES ('630', '0', '847', '201') 
 INTO PSE1.WarenkorbPosition VALUES ('631', '1', '540', '475') 
 INTO PSE1.WarenkorbPosition VALUES ('632', '1', '1393', '259') 
 INTO PSE1.WarenkorbPosition VALUES ('633', '2', '1862', '563') 
 INTO PSE1.WarenkorbPosition VALUES ('634', '1', '1338', '92') 
 INTO PSE1.WarenkorbPosition VALUES ('635', '1', '436', '334') 
 INTO PSE1.WarenkorbPosition VALUES ('636', '1', '1385', '353') 
 INTO PSE1.WarenkorbPosition VALUES ('637', '2', '954', '394') 
 INTO PSE1.WarenkorbPosition VALUES ('638', '1', '771', '301') 
 INTO PSE1.WarenkorbPosition VALUES ('639', '2', '1394', '454') 
 INTO PSE1.WarenkorbPosition VALUES ('640', '0', '1638', '418') 
 INTO PSE1.WarenkorbPosition VALUES ('641', '0', '1726', '107') 
 INTO PSE1.WarenkorbPosition VALUES ('642', '0', '937', '33') 
 INTO PSE1.WarenkorbPosition VALUES ('643', '0', '240', '528') 
 INTO PSE1.WarenkorbPosition VALUES ('644', '1', '430', '95') 
 INTO PSE1.WarenkorbPosition VALUES ('645', '1', '1338', '233') 
 INTO PSE1.WarenkorbPosition VALUES ('646', '1', '1994', '569') 
 INTO PSE1.WarenkorbPosition VALUES ('647', '1', '822', '247') 
 INTO PSE1.WarenkorbPosition VALUES ('648', '1', '1796', '319') 
 INTO PSE1.WarenkorbPosition VALUES ('649', '1', '1192', '461') 
 INTO PSE1.WarenkorbPosition VALUES ('650', '0', '1139', '223') 
 INTO PSE1.WarenkorbPosition VALUES ('651', '0', '16', '121') 
 INTO PSE1.WarenkorbPosition VALUES ('652', '0', '820', '188') 
 INTO PSE1.WarenkorbPosition VALUES ('653', '2', '1133', '521') 
 INTO PSE1.WarenkorbPosition VALUES ('654', '1', '1646', '95') 
 INTO PSE1.WarenkorbPosition VALUES ('655', '1', '559', '577') 
 INTO PSE1.WarenkorbPosition VALUES ('656', '2', '1536', '354') 
 INTO PSE1.WarenkorbPosition VALUES ('657', '1', '1695', '137') 
 INTO PSE1.WarenkorbPosition VALUES ('658', '1', '801', '526') 
 INTO PSE1.WarenkorbPosition VALUES ('659', '0', '238', '392') 
 INTO PSE1.WarenkorbPosition VALUES ('660', '1', '1478', '529') 
 INTO PSE1.WarenkorbPosition VALUES ('661', '2', '1050', '623') 
 INTO PSE1.WarenkorbPosition VALUES ('662', '2', '1386', '291') 
 INTO PSE1.WarenkorbPosition VALUES ('663', '0', '1655', '306') 
 INTO PSE1.WarenkorbPosition VALUES ('664', '1', '1755', '107') 
 INTO PSE1.WarenkorbPosition VALUES ('665', '0', '1483', '612') 
 INTO PSE1.WarenkorbPosition VALUES ('666', '2', '1703', '496') 
 INTO PSE1.WarenkorbPosition VALUES ('667', '2', '770', '192') 
 INTO PSE1.WarenkorbPosition VALUES ('668', '2', '1755', '135') 
 INTO PSE1.WarenkorbPosition VALUES ('669', '1', '43', '34') 
 INTO PSE1.WarenkorbPosition VALUES ('670', '2', '1994', '213') 
 INTO PSE1.WarenkorbPosition VALUES ('671', '1', '1560', '394') 
 INTO PSE1.WarenkorbPosition VALUES ('672', '1', '464', '429') 
 INTO PSE1.WarenkorbPosition VALUES ('673', '0', '1648', '87') 
 INTO PSE1.WarenkorbPosition VALUES ('674', '1', '671', '572') 
 INTO PSE1.WarenkorbPosition VALUES ('675', '0', '295', '594') 
 INTO PSE1.WarenkorbPosition VALUES ('676', '2', '696', '239') 
 INTO PSE1.WarenkorbPosition VALUES ('677', '1', '802', '1') 
 INTO PSE1.WarenkorbPosition VALUES ('678', '0', '74', '438') 
 INTO PSE1.WarenkorbPosition VALUES ('679', '1', '839', '184') 
 INTO PSE1.WarenkorbPosition VALUES ('680', '2', '1157', '405') 
 INTO PSE1.WarenkorbPosition VALUES ('681', '1', '1099', '533') 
 INTO PSE1.WarenkorbPosition VALUES ('682', '0', '1391', '1') 
 INTO PSE1.WarenkorbPosition VALUES ('683', '1', '1300', '218') 
 INTO PSE1.WarenkorbPosition VALUES ('684', '2', '925', '195') 
 INTO PSE1.WarenkorbPosition VALUES ('685', '2', '1846', '565') 
 INTO PSE1.WarenkorbPosition VALUES ('686', '1', '590', '467') 
 INTO PSE1.WarenkorbPosition VALUES ('687', '1', '1430', '217') 
 INTO PSE1.WarenkorbPosition VALUES ('688', '2', '1633', '15') 
 INTO PSE1.WarenkorbPosition VALUES ('689', '0', '1949', '180') 
 INTO PSE1.WarenkorbPosition VALUES ('690', '2', '1669', '613') 
 INTO PSE1.WarenkorbPosition VALUES ('691', '2', '489', '81') 
 INTO PSE1.WarenkorbPosition VALUES ('692', '2', '803', '40') 
 INTO PSE1.WarenkorbPosition VALUES ('693', '1', '1874', '251') 
 INTO PSE1.WarenkorbPosition VALUES ('694', '1', '1325', '341') 
 INTO PSE1.WarenkorbPosition VALUES ('695', '1', '1079', '286') 
 INTO PSE1.WarenkorbPosition VALUES ('696', '2', '897', '617') 
 INTO PSE1.WarenkorbPosition VALUES ('697', '2', '597', '311') 
 INTO PSE1.WarenkorbPosition VALUES ('698', '2', '662', '486') 
 INTO PSE1.WarenkorbPosition VALUES ('699', '0', '829', '141') 
 INTO PSE1.WarenkorbPosition VALUES ('700', '0', '1731', '333') 
 INTO PSE1.WarenkorbPosition VALUES ('701', '0', '134', '263') 
